PatientID,Age,Gender,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Outcome,PatientName,Email,SSN,Phone,Address,BirthDate,CreditCard
1541,71,Female,10,102.3,57.1,19.3,116.7,42.6,1.39,0,Renee Turner,brandonhale@example.com,465-77-2234,(689)935-1740x78477,"24446 Lynn Inlet, Sethview, ND 66795",1962-07-21,2251992258386127
1542,74,Female,9,111.2,101.0,48.0,148.4,35.5,2.22,0,Dominic Hall,cacevedo@example.net,799-51-4503,(447)300-8599x6834,"43259 Ortiz Island Suite 975, Samuelbury, LA 49428",1945-05-08,4529173026791401409
1543,44,Female,13,175.1,64.0,48.3,257.5,20.2,0.7,0,Derrick Fitzpatrick,jennifercosta@example.org,419-32-9999,+1-369-750-4554x4057,"PSC 5931, Box 1477, APO AA 36798",1959-09-22,4055003935522359
1544,45,Female,0,183.8,76.0,13.9,243.2,21.7,1.01,0,Rachel Dixon,hwalton@example.com,742-86-1722,001-494-236-5730,"Unit 1560 Box 5912, DPO AA 47102",1970-11-10,4663135396720
1545,27,Male,1,109.3,85.1,10.6,50.1,22.2,1.97,1,Sherri Marquez,floreslance@example.com,507-52-6693,001-416-557-1727x176,"USNV Friedman, FPO AE 67805",1994-04-20,4372180732451826175
1546,72,Female,12,181.6,100.8,16.4,60.1,35.0,1.28,0,Chad Ramirez,lclark@example.org,775-75-8717,246-324-5458,"2678 Garcia Pike Suite 971, North Jessica, OR 58208",1976-11-29,3579727206612973
1547,26,Female,3,181.4,57.9,49.8,108.3,37.9,2.23,1,Mackenzie Choi,robertporter@example.org,535-11-2812,001-581-511-4719x2353,"750 Howell Point Suite 477, Mcdonaldburgh, LA 12936",1955-12-24,2289714467610873
1548,73,Male,12,169.4,78.4,17.2,90.9,41.2,0.93,0,Hannah Petersen,jamesmegan@example.com,421-87-3488,(585)461-1783,"Unit 3717 Box 0134, DPO AE 49813",1988-12-25,4140316432640
1549,44,Female,3,89.1,84.0,30.1,175.5,43.4,0.99,0,Johnny Day,sperry@example.org,604-14-6485,+1-491-595-4689x0092,"0228 Hannah Cliffs, Elliottchester, MP 80977",1945-06-14,6011634838871846
1550,53,Male,4,159.7,87.9,43.9,250.6,23.4,2.23,1,Russell Irwin,munozgregory@example.org,142-38-3368,538-863-1438x4353,"8974 Jeremy Highway Apt. 058, Scottton, ID 95427",1947-01-03,4162006348258
1551,69,Female,10,192.9,107.3,10.8,266.2,26.4,1.21,1,William Clark,markreed@example.net,309-39-9900,+1-840-344-1971x979,"629 Rebecca Circles Suite 191, Villegasberg, KS 04740",1950-08-22,2672637135482414
1552,49,Male,1,158.7,62.0,34.2,185.6,24.5,1.34,0,Leslie Payne,hansonmikayla@example.net,288-42-8672,640-957-6077x837,"651 Bryan Highway Apt. 617, Wagnerfort, CO 26591",2004-10-13,2632207065705728
1553,63,Male,3,113.1,106.5,21.1,233.8,27.7,0.9,1,Cindy Thomas,khood@example.net,858-52-6789,875.655.3823x3283,"875 Berry Passage, Port Lindastad, WI 05877",1975-03-11,060446782686
1554,42,Female,0,135.1,98.5,44.5,152.1,42.7,0.76,0,Timothy Smith,kristinaadams@example.org,398-93-2710,8056130462,"788 Jones Parkways Suite 876, Heathtown, DC 21369",1999-01-08,4361340171695
1555,46,Female,1,153.9,88.9,21.3,69.4,33.5,1.67,1,Seth Long,iflowers@example.net,561-91-3705,312-355-0309,"208 Cooper Spring, West Yvonne, AZ 09020",1961-04-20,30260001711393
1556,48,Female,0,136.4,99.0,37.5,151.9,37.9,0.39,1,Sheila Hall,daniel94@example.org,987-72-9403,994-656-3330,"7106 Carmen Forks Suite 881, Longhaven, TX 73679",1940-08-02,213138568542113
1557,70,Male,9,85.6,78.8,37.0,159.9,31.2,2.21,0,Danielle Jimenez,evanbauer@example.net,316-36-1347,+1-410-694-6642x7085,"81903 Mcdonald Orchard Apt. 300, West Charlesside, PW 90963",1990-10-06,4822120631447764
1558,41,Male,9,110.6,59.7,18.9,208.8,18.8,1.97,0,William Smith,shannonroman@example.org,257-74-2870,(350)581-8432,"USCGC Schultz, FPO AE 65040",1999-07-20,3562514713142788
1559,69,Male,12,174.3,96.6,11.4,72.4,19.7,0.56,1,John Payne,breanna45@example.net,891-37-3338,733.783.6533,"USNS Brandt, FPO AA 30022",1954-11-24,30279195105667
1560,27,Female,3,182.0,86.7,26.4,111.1,32.5,1.77,0,Michael Mcconnell,dmartinez@example.org,891-88-8234,965.321.0926,"741 Levy Cliff Apt. 118, New Penny, DE 94687",1942-04-30,4033101908215
1561,37,Male,3,87.8,94.8,21.6,110.0,37.4,1.55,1,Danielle Jackson,gravesrobert@example.net,162-81-1315,001-759-347-0371x3421,"94904 Lisa Isle, East Lisa, FL 99797",1952-08-14,4295223630403
1562,40,Male,6,193.8,73.7,42.4,265.4,23.8,0.54,1,Deanna Fuller,david36@example.org,648-37-6136,563.448.8634x94735,"77478 Sandra Walks, Rodneyberg, UT 66598",1945-04-16,4633008684419716
1563,61,Female,9,112.7,113.5,42.0,130.9,37.5,0.76,0,Vanessa Valdez,benitezchristopher@example.com,994-52-7398,(479)511-4006x26973,"067 Harris Walk Suite 992, Matthewville, CA 61738",1967-04-07,3507991291294264
1564,69,Male,10,156.1,91.1,28.3,212.1,39.9,1.08,1,Paul Perry,kleinchristopher@example.com,847-15-1219,001-631-632-9463x5835,"5697 Helen Burg Suite 154, Aliceside, RI 04444",1969-03-14,4399836070163686
1565,40,Male,10,167.7,56.0,34.3,211.0,29.1,1.78,0,Martha Trujillo,maria45@example.org,273-46-7575,9929542193,"918 Whitney Land, Curtisside, OH 67334",1959-02-04,2242670631645284
1566,74,Female,8,175.6,81.5,34.2,84.3,38.2,1.63,0,Nicholas Kramer,kimberlyhuynh@example.com,103-82-7524,908-553-7611x0032,"81797 Monica Bridge, Andrewborough, PA 97612",2004-10-30,349635038282037
1567,42,Male,8,192.9,102.9,43.1,164.3,28.9,1.38,1,Paul Payne,timothybridges@example.com,976-78-9744,+1-219-389-4289x78068,"42836 Hayes Terrace Suite 949, Gibsonfort, SC 79729",1940-07-20,3533054392253149
1568,48,Female,4,110.7,105.6,27.0,248.4,36.3,1.94,0,John Garcia,jillianmurphy@example.net,699-63-8295,7572267601,"USNV Johnston, FPO AA 92258",1982-07-22,4998485368492009903
1569,60,Female,9,181.6,84.6,21.0,139.0,38.6,1.92,1,Melissa Dyer,kduffy@example.net,235-65-4853,433.272.4656x1794,"831 Barbara Spurs Apt. 821, Kristamouth, MH 48235",1960-02-18,180021315055036
1570,69,Female,0,87.1,112.6,20.6,261.7,44.8,1.58,1,Thomas Johnson,kathleen92@example.com,565-93-3878,866.355.3130,"389 Lewis Prairie, Robertside, CO 52208",2003-10-21,4501594826632620
1571,27,Female,0,161.7,68.7,31.4,71.0,27.3,1.99,0,Cody Jones,alexandra20@example.org,541-54-8608,(830)346-4858x7704,"171 Scott Manors, Rebeccatown, GA 70302",1943-08-31,4510237737522493
1572,21,Female,5,166.5,78.7,28.0,34.4,29.1,0.9,0,Jason Rivera,stephen58@example.org,866-49-7779,001-918-323-3178x787,"56598 Carmen Extensions, North Brian, SD 05354",1976-02-09,4572610646570526570
1573,52,Male,1,158.1,112.9,27.6,247.7,22.5,2.21,1,Lauren Garcia,fward@example.net,630-57-5344,363.366.3668,"92312 Chang Way, North Robertmouth, AR 73920",1982-10-18,4634319415538113265
1574,33,Male,7,102.8,112.7,13.6,236.2,23.5,1.58,0,Jennifer Jenkins,jessicathompson@example.net,923-66-1467,+1-909-735-3374,"68163 Martinez Street, Jessicashire, KY 90321",1998-06-06,3599593372234182
1575,50,Female,12,183.5,98.0,38.7,274.1,36.7,2.07,1,Breanna Castro,kayleegaines@example.net,879-55-7337,440-373-1111,"PSC 6474, Box 5526, APO AA 23961",1937-12-02,4844670243076249
1576,43,Female,8,92.0,110.1,18.5,192.3,42.8,1.41,1,Michael Hughes,joseph13@example.net,699-58-7179,485-386-4518x5389,"USNS Kim, FPO AA 23723",2006-10-24,2289094387016083
1577,71,Male,12,77.0,56.2,17.9,259.5,28.7,0.62,1,Alexandria Burke,vsims@example.org,688-83-4178,813.312.4161,"6568 Johnston Stream, Smithhaven, MA 93002",1976-09-18,5541307392345447
1578,79,Female,3,163.3,110.5,26.5,230.8,22.9,1.4,1,Barbara Miller,allison53@example.net,349-95-1515,341-839-5258,"186 Tina Crescent Suite 641, Matthewhaven, GA 24653",1976-10-06,3534945576065564
1579,76,Female,4,131.8,72.4,19.1,235.4,25.7,0.99,1,Andrew Branch,johnsimpson@example.org,302-23-9805,(501)687-2901,"1769 Michael Cape Apt. 960, Rogersside, RI 46254",1957-02-03,38455831484151
1580,39,Female,15,180.4,62.5,33.4,163.5,30.3,1.77,0,Deanna Patel,levymichael@example.net,843-87-9968,+1-210-230-1848x99216,"PSC 4757, Box 7857, APO AP 91692",1958-01-05,343717996444712
1581,52,Male,10,119.8,66.8,24.9,114.8,25.8,1.24,1,Brandi Smith,qwatson@example.com,502-36-4552,985.452.9381x37851,"560 Jeffrey Harbors Suite 716, South Michael, OR 31132",2005-07-30,4800103751959727804
1582,50,Male,7,91.9,79.3,28.0,258.9,24.3,2.11,1,Tina Garcia,larryberry@example.net,140-62-3094,245.208.3007x8503,"404 Short Drive, Port Joshua, VI 90184",1965-09-04,341637433014229
1583,49,Female,2,178.7,67.6,31.5,127.8,37.9,1.73,1,Danielle Clark,hkennedy@example.org,860-63-7009,921-706-5989x9493,"USNS Jones, FPO AA 03624",2002-11-29,2273284993996087
1584,69,Female,4,141.4,72.4,18.1,155.6,18.2,1.74,1,Cassandra Alvarado,princealyssa@example.org,250-57-8682,(689)946-0731,"02166 Williams Terrace Apt. 124, South John, CT 28392",1941-04-14,30037839053267
1585,65,Male,2,94.6,59.4,16.2,131.4,32.6,0.62,1,April King,xnichols@example.net,112-70-2937,269-719-8314x68511,"72315 Gregory Run, Lake Darrenmouth, WI 49715",1985-11-01,180038848482255
1586,49,Male,11,163.6,70.7,45.2,162.4,39.4,2.46,1,Jose Choi,tonyaturner@example.com,501-51-6377,(748)516-2360x5041,"199 Heather Turnpike, West Terri, WV 05739",1969-10-01,4485044179370102179
1587,50,Female,9,136.4,90.1,27.3,137.8,25.2,2.12,0,Gail Jones,ucoleman@example.org,936-74-5846,(700)939-4755,"9748 Carroll Knolls, Port Jeremy, MO 31853",1951-02-16,349582757766313
1588,36,Female,2,148.6,80.9,26.5,27.5,34.3,1.99,0,Joshua Pierce,steven09@example.net,407-53-2101,257.856.8515,"Unit 8832 Box 1613, DPO AE 49456",1959-04-26,6011699487489810
1589,60,Male,2,129.9,74.3,11.4,245.2,36.1,0.89,1,Adam Marshall,larry16@example.net,114-35-6885,(848)584-2866x9299,"USNS Smith, FPO AA 65647",1943-03-24,342222436240805
1590,39,Male,12,177.7,102.3,29.9,131.0,35.7,1.39,1,Julie Kelly,brianna36@example.com,531-88-8313,818.443.9959,"88346 Michael Streets, Brownfurt, IA 27061",1938-12-05,180069828746609
1591,38,Male,11,177.8,112.5,32.2,168.7,30.0,0.43,1,Jennifer Holt,jessica56@example.org,479-44-9570,+1-281-926-7091x6503,"0617 Myers Branch Apt. 130, New Amberville, MD 05078",1975-12-19,6011041690374341
1592,21,Female,6,162.2,103.0,32.4,51.3,27.4,1.39,0,Derek Mills,gerald09@example.net,782-55-4153,446-914-7039x9637,"588 Alvarez Point, Lake Todd, VA 58270",1944-08-26,4750278849478652911
1593,34,Male,14,83.7,73.2,38.3,15.9,40.6,0.45,1,Suzanne Wise,khensley@example.org,535-55-9794,+1-313-983-4017x9746,"Unit 7564 Box 7174, DPO AA 60186",1976-09-27,4463991045891464
1594,71,Female,6,179.1,102.1,17.1,79.0,38.5,1.43,1,Joseph Burke,lcabrera@example.com,653-36-9394,(728)615-6419,"52184 Wilson Park Apt. 136, Hicksfort, AL 42415",1981-11-23,344593283562683
1595,67,Male,6,157.2,60.6,20.1,198.9,26.7,1.66,1,Charles Chen,frances48@example.com,151-80-5635,001-793-655-4417x6479,"2593 Bright Stream Apt. 193, East Joanne, ME 63522",1984-10-15,30248249861385
1596,70,Male,9,160.6,59.1,42.4,40.9,20.8,1.04,1,Victoria Williams,johnsonbarry@example.org,373-26-1634,(779)319-8606x5119,"465 Ferguson Run Apt. 101, South Dwayne, IL 38586",1952-01-16,4170702561039535
1597,22,Male,7,117.2,74.2,47.9,252.2,19.9,1.3,1,Stephanie Daniel,kimberly57@example.net,658-64-7909,806-759-8297x2446,"8401 Robert Mount, Annahaven, CO 29105",1952-10-11,060410077824
1598,74,Male,4,184.3,106.5,15.4,71.1,20.5,2.2,1,Matthew Lopez,loriscott@example.org,614-94-8317,994-731-4702x7212,"398 Jennifer Lakes Suite 169, Markside, MD 39587",1968-04-15,675966046442
1599,48,Female,4,164.3,67.2,29.9,68.4,33.7,0.36,0,Sara Rose,james88@example.com,931-14-6996,(454)791-6080,"4503 Matthew Turnpike Suite 344, Port Jasonshire, MS 65044",1997-05-08,4131227053681912759
1600,69,Female,13,84.6,54.4,18.6,62.4,19.4,2.0,1,Lisa Webb,hunter01@example.org,336-92-3902,4009727657,"PSC 8480, Box 3170, APO AP 17163",1951-11-24,4299638064570628164
1601,70,Male,3,123.0,59.2,12.4,18.6,27.1,0.51,1,Jamie Smith,stephanieturner@example.net,494-51-5660,594.923.2993x05133,"6648 Lee Summit Suite 052, Gaineston, SD 83813",1977-03-14,639079352188
1602,50,Female,6,185.2,110.1,23.0,216.4,38.3,0.19,1,James Wong,lthompson@example.net,792-36-6303,001-741-982-9988x270,"USCGC Green, FPO AA 26219",2005-03-24,6535266923338774
1603,58,Male,9,76.1,94.4,15.7,243.4,25.9,0.55,1,Patricia Andrews,wkennedy@example.net,655-39-6407,325.344.8020x0296,"9922 Lindsey Prairie, West Daniellebury, NH 28880",1989-10-17,2603148775215563
1604,71,Male,3,195.0,67.7,38.4,175.3,38.6,1.94,1,James Hampton,anthony07@example.com,616-60-5802,317.681.4844x26147,"23898 John Prairie Apt. 089, New Adrianahaven, UT 99178",1981-03-15,180013794383641
1605,24,Male,14,158.3,88.9,31.3,64.1,38.1,1.07,1,Regina Rose,uwilson@example.org,310-52-7249,735.218.9581x7785,"PSC 1558, Box 6617, APO AE 70244",1987-11-07,4989997540264581
1606,21,Male,1,152.1,86.9,15.8,89.5,24.6,2.19,1,Christina Thompson,sdavis@example.net,306-29-3626,001-581-232-3188x1819,"9131 Kelly Shoals, Codyberg, OR 64477",1979-03-25,30259688607395
1607,28,Female,3,105.2,95.9,10.4,139.2,37.7,1.36,1,Angelica Gill,staffordthomas@example.net,729-11-8085,+1-555-647-1023,"48776 Laura Plains Apt. 084, Garretthaven, ME 61467",1943-08-01,3578954768827101
1608,49,Male,12,102.3,66.3,42.3,264.1,38.2,0.15,1,Adrian Ruiz,kathleen62@example.net,451-45-4421,758-671-1099,"15952 Tami Throughway Apt. 244, Blairton, ID 29703",2000-12-11,675949077803
1609,75,Male,12,192.5,110.5,17.0,79.6,28.7,1.82,0,Phillip Moyer,blankenshipjoseph@example.net,460-70-9216,609.921.5383x853,"3253 Debra Estates Suite 935, Garciahaven, NE 16686",1990-01-15,4862236635078271
1610,59,Female,7,108.8,71.7,34.2,206.0,23.7,0.36,0,Cory Carter,josebarrett@example.com,767-58-3886,820-550-8754x8187,"81076 Peters Roads, Brittanymouth, MI 41746",1968-08-05,3559441093047954
1611,23,Male,8,170.8,98.6,23.5,129.7,32.1,1.99,0,Keith Spence,eortiz@example.net,756-89-2055,7524262485,"95120 Pena Alley Suite 749, New Charles, CA 74822",2006-11-07,213179961982712
1612,52,Male,15,121.1,51.1,33.4,92.7,42.9,0.5,1,Ryan Chandler,transtephen@example.net,877-43-1803,590.511.5873x261,"728 Linda Fork Suite 563, Pateltown, TN 74300",1957-02-26,180053510077960
1613,30,Male,2,88.1,76.1,22.6,134.0,35.3,0.93,0,William Jones,bethanygill@example.com,888-52-7022,+1-245-650-9977x81195,"Unit 4364 Box 2036, DPO AA 42404",1959-01-05,5301657480875063
1614,30,Female,15,71.4,74.6,13.5,33.6,22.7,1.93,0,Molly Manning,brianna88@example.com,420-79-7111,(913)682-7437,"41185 Gail Manor Apt. 808, South Morgantown, AK 53236",1996-05-08,370555087584269
1615,39,Male,6,140.8,88.0,18.9,223.5,36.4,2.39,0,John Porter,millerjennifer@example.net,230-56-8151,461-644-7487x286,"40371 Steven Islands Apt. 283, East Joanburgh, CT 50868",1947-06-21,344978256762578
1616,66,Female,13,196.9,55.1,17.5,78.5,29.5,0.99,0,Eric Vargas,oliviajohnson@example.org,730-34-8056,(283)627-6281x900,"6848 Luis Views Apt. 831, Port Thomasbury, OK 70422",1978-04-21,4565561450029905
1617,54,Male,11,118.0,105.3,27.1,204.3,34.0,2.09,1,Samantha Knight,william77@example.org,305-95-4640,858.903.5198,"1876 Samantha Land Suite 883, Evelynfurt, FL 25845",2006-09-27,3561328423470731
1618,80,Male,13,116.4,65.2,36.3,32.8,37.8,0.56,0,Caroline Stewart,scott77@example.org,578-14-2988,931-819-2669,"02667 Carroll Overpass, Garzaburgh, HI 09434",1968-04-10,4300349602882219
1619,53,Female,8,114.7,97.4,20.6,264.3,31.9,2.04,0,Hannah Ibarra,hubbardmichelle@example.net,802-33-5517,001-522-307-2752,"Unit 1878 Box 8983, DPO AE 79168",1975-12-28,3569573100689861
1620,43,Male,10,137.7,106.2,10.5,65.4,40.0,1.68,1,Christy Malone,esullivan@example.net,410-25-4517,699.815.5821x51217,"9469 Garcia Dale Suite 404, South Jessicaport, DE 51890",1935-12-30,4004362075943144
1621,75,Male,3,127.3,89.3,30.8,245.4,37.5,0.56,0,Robert Chambers,forbesheather@example.net,615-83-3742,243.287.0744x192,"USS Torres, FPO AE 93597",2002-03-25,213128433782606
1622,48,Female,9,184.4,101.9,34.2,226.3,34.6,0.83,1,Tyler Erickson,garymontgomery@example.org,992-12-7108,2889690356,"41878 Charles Roads, Donaldborough, MN 44102",1981-07-11,4056268870957477
1623,52,Female,14,135.7,96.3,48.5,267.6,22.1,0.42,0,Traci Johnson,vbrown@example.org,136-44-7519,667.447.1309x00910,"300 Jeremiah Fork, East Christianport, PW 64017",1962-02-11,347698786755937
1624,70,Female,2,136.0,74.9,33.6,139.7,40.6,1.02,0,William Walters,amanda55@example.com,985-54-6422,001-230-790-4664x2677,"1450 Lowe Locks, Martinezberg, MS 38081",1952-11-25,344008978696399
1625,27,Female,4,88.0,106.6,28.8,204.9,43.3,0.59,0,Lawrence White,raymond10@example.org,749-79-5131,001-435-836-9275,"6636 Robert Circles Suite 310, West Joshua, ID 92850",1935-11-21,3592075891163404
1626,49,Female,0,197.8,70.6,32.9,111.8,21.7,1.65,1,Christopher Boyd,amydavis@example.net,948-95-7928,+1-907-213-0572,"647 Patterson Valleys, Lake Mary, SD 99734",1941-04-15,3538104296772879
1627,28,Male,2,102.5,90.0,47.1,63.1,31.2,2.49,0,Phillip Lindsey,roblesmichael@example.com,465-94-9284,+1-259-229-3563,"2229 Morrison Street Suite 732, East Michele, CT 66193",1940-12-15,2278626173290589
1628,21,Female,14,79.5,102.2,43.1,130.6,25.0,0.13,0,Jessica Pratt,vbennett@example.org,373-60-4113,579-367-7571,"467 Angel Tunnel, Michaelburgh, AK 73350",1983-09-08,4666722667668
1629,77,Male,7,156.2,76.5,22.9,58.3,38.4,1.4,1,Kristen Howe,richard20@example.com,448-35-6357,705-489-0581x778,"575 Elizabeth Square, New Stacey, LA 57365",1957-06-09,2258195949038429
1630,75,Male,10,147.4,71.2,19.5,271.3,37.5,1.48,0,Rose Mcdonald,njones@example.net,706-76-9014,9647480272,"330 Hubbard Highway, Holmesville, VI 40889",1957-11-15,2469296497047914
1631,23,Male,7,124.0,82.2,20.5,40.1,21.8,2.29,0,Yvonne Brown,ortizlori@example.com,341-61-6064,3889353360,"3148 Anne Springs, North Douglasside, OR 11739",1944-07-28,4215952891808203509
1632,44,Female,14,124.9,107.3,30.2,168.8,41.7,1.31,0,Patricia Reyes,turnerjames@example.org,864-53-6662,3462359061,"596 Terrance Burg Suite 998, Wilsonville, NH 63135",1946-02-17,4342409117165268
1633,43,Female,12,172.1,115.1,39.8,178.5,22.9,1.4,0,Eugene Evans,laurenstewart@example.org,438-12-7294,(513)437-2113x70732,"01035 Klein Neck Apt. 210, East Colleen, IA 13904",1945-02-18,180038374914994
1634,79,Male,3,95.4,88.2,30.1,155.4,39.5,1.23,0,William Mann,brianjones@example.com,793-33-3678,839-412-4308,"4082 Moore Hollow Suite 782, Lake Carolyn, WY 72987",1998-08-06,4790436825903778
1635,28,Female,1,176.6,96.3,12.7,187.8,30.3,0.75,1,Mark Pugh,racheljames@example.com,997-24-8896,+1-341-617-5387x8918,"64738 Patty Extensions, Bethfort, FL 13553",1956-09-20,676264109916
1636,74,Female,12,154.3,113.2,38.9,45.3,26.9,0.23,1,Daniel Rodriguez,chambersstephen@example.com,229-57-6024,312.331.3287x34198,"24829 Green Square, New John, VA 88368",2001-01-29,180094949691161
1637,77,Female,7,124.5,56.9,42.2,159.9,22.3,1.08,1,Tiffany Mcdonald,lawsonnicole@example.com,323-10-9769,+1-679-266-7708x414,"PSC 4726, Box 5565, APO AE 22480",1971-02-09,4159313711345692
1638,67,Female,7,129.5,66.2,21.6,90.0,22.5,0.23,0,James Calderon,yrogers@example.com,753-67-4034,850-957-4408x28388,"8703 Reynolds Islands, Cardenasberg, ND 33748",1978-03-17,180098922314675
1639,57,Male,9,103.4,99.6,36.6,260.4,35.9,1.42,0,Linda Tucker,fsmith@example.com,209-73-3861,+1-413-639-0236x705,"20149 Howell Unions, East Donna, NE 04198",1958-05-01,4796363655028852
1640,23,Male,3,167.8,107.7,27.1,213.9,32.9,0.84,0,Rachel Walters,mollyherrera@example.com,127-77-4536,963.367.7957x03921,"PSC 2766, Box 1339, APO AP 69157",1984-02-14,4513615785222917
1641,71,Female,2,136.7,110.0,45.6,268.8,21.3,1.38,0,Rebecca Smith,justinmoyer@example.org,224-48-3629,5006472779,"4752 Kelsey Rue, New Joshua, VT 37750",1947-03-03,4141196785248
1642,53,Male,1,111.7,79.1,43.8,24.8,21.0,0.42,0,Erin Estes,plane@example.org,721-37-6992,+1-610-347-4551x03895,"7231 Miller Oval, West Jonathan, WI 33696",1997-12-10,3504031045765948
1643,48,Female,8,147.5,56.3,31.0,89.4,20.0,2.34,1,Nancy Beltran,amandasanchez@example.com,584-38-2535,256.291.2254x257,"4136 Miller Burg Suite 794, Coleberg, OR 59489",1975-05-29,342073002282360
1644,67,Female,0,199.4,80.6,37.7,66.0,38.1,2.25,1,Courtney Flores,danielmiller@example.com,521-26-9142,001-697-223-7702,"21751 Taylor Road, Michelleland, ID 42779",1969-01-30,6011161727210613
1645,28,Male,6,126.6,66.2,45.3,17.9,37.2,0.56,1,Thomas Rodriguez,serranojessica@example.com,177-18-5866,458.382.4992,"455 Brian Land, Lake Lynnburgh, FL 61853",1975-08-21,3517124980837148
1646,54,Male,4,189.7,70.4,29.8,78.2,19.6,0.92,0,Charles Campbell,mfrancis@example.org,395-75-2460,+1-670-640-3972x57708,"374 Calderon Lakes Suite 686, Ritterfurt, CT 98075",1980-12-09,4035298323189788739
1647,55,Male,7,114.9,104.1,22.5,192.2,33.1,1.57,1,Mathew Saunders,tbarr@example.org,922-19-1492,3809810621,"137 Steven Corners, Connieview, WI 02257",1992-05-02,676393953937
1648,52,Female,3,77.1,55.3,40.1,75.3,20.3,0.33,1,Margaret Davis,henrymark@example.org,374-42-1993,3692011328,"153 Dustin Isle Suite 272, Lisaberg, PR 81755",1961-09-10,6582365674768171
1649,44,Male,6,96.6,107.9,18.8,147.8,42.4,0.95,1,Billy Morris,ntorres@example.net,569-89-3334,001-488-569-9495x00043,"PSC 4885, Box 1459, APO AP 52314",1972-02-25,4233343145195868
1650,34,Female,12,124.4,79.9,25.5,246.7,42.5,0.7,1,Ryan Boone,donald31@example.org,964-90-2003,001-796-469-8097x64511,"2757 Craig Pike Apt. 348, East Anthonyville, MI 91288",1999-06-12,4707671623953
1651,52,Male,4,98.6,91.7,44.6,196.1,36.9,2.3,0,Stephanie Garza,keithlowe@example.org,663-17-2333,001-597-245-5754x15705,"121 Mark Dam Apt. 097, Loweryside, OH 22593",1980-04-09,3520244484495741
1652,76,Male,14,70.0,56.3,39.0,118.0,43.0,2.15,0,Joshua Nelson,yangaaron@example.com,315-71-5426,001-934-524-7847,"746 Brown Motorway Suite 137, West Corey, PW 15265",1975-06-03,4068582724210
1653,66,Female,13,189.0,73.6,26.2,112.2,39.9,1.49,1,Philip Wilkinson,melissafinley@example.net,436-91-6480,404.625.5630x3775,"652 Ward Falls Apt. 664, Lake Jason, DE 28034",1967-02-26,30167109231853
1654,63,Female,4,179.7,56.3,18.6,133.9,40.4,1.35,1,Gerald Brown,michael39@example.com,857-86-2938,(597)620-4459x96955,"1494 Hill Streets, New Gabrielle, CT 13583",1965-08-14,4962244154793519
1655,36,Female,13,166.5,117.3,24.2,61.2,33.4,2.33,1,Amber Mueller,johnsondiane@example.org,151-78-7816,+1-307-892-5020x304,"3215 Brooks Groves Suite 322, Hernandezfort, WA 40344",1973-12-10,213187290663960
1656,24,Female,8,91.8,106.5,21.4,180.5,26.3,2.34,1,Craig King,mcdonaldlaura@example.net,336-67-6156,5159791775,"488 Richard Pines Apt. 747, New Colinberg, MO 88015",1943-05-03,4251710641841
1657,72,Female,8,85.6,82.2,17.0,110.0,23.9,2.43,1,Dr. Diane Baker,amandamaynard@example.net,461-84-1647,+1-720-545-2700x1446,"40969 David Point Apt. 772, West John, MS 85161",1993-01-04,373653915040302
1658,57,Female,12,78.8,65.7,39.7,237.5,26.8,0.4,1,Christopher Lopez,andrea49@example.net,436-80-3368,+1-264-373-2326x71279,"0291 Bryan Parks Apt. 202, Whitehaven, OR 36708",2001-06-23,342920667664953
1659,74,Female,8,164.1,115.3,20.1,212.5,35.0,0.49,1,Diane Clarke,fbennett@example.net,906-18-7678,+1-334-577-7340x86806,"131 Li Hill Apt. 878, Jaredburgh, NC 68960",1947-12-06,341848176954139
1660,41,Female,11,190.7,74.1,28.2,174.3,22.7,1.72,1,Martha Perez,aguilarpatrick@example.org,193-92-4724,(243)916-3049x61188,"20798 Carpenter Overpass, North Anthonyville, TX 06123",1941-08-22,6011053443152965
1661,34,Male,5,126.0,61.3,25.4,110.1,25.0,1.4,1,Amy Brown,wellscharles@example.net,733-77-8037,865-876-7880,"5850 Richard Vista Apt. 567, West Danielshire, MT 09121",1969-10-15,349499954019711
1662,51,Female,5,85.5,89.4,49.3,69.8,30.6,0.14,0,Jennifer Garner,katherineharrison@example.net,197-78-6336,+1-611-828-8534x72812,"47382 Michael Expressway, Jasonburgh, WV 31191",1992-10-15,340827755024275
1663,75,Female,4,136.6,116.1,25.6,217.6,24.3,0.25,1,Kim Cummings,mary16@example.org,184-56-8361,+1-232-794-2713x0378,"0423 White Field, Bobbyton, KY 79444",1976-02-20,6011381049787375
1664,68,Male,8,115.3,50.3,13.2,142.0,33.9,2.23,0,Ashley Harvey,lindsaywilliams@example.org,315-12-5680,(639)710-7373x499,"9208 Lauren Fields Apt. 558, North Justin, PW 46913",1964-04-29,3581228731920888
1665,38,Female,9,118.7,66.7,13.6,73.7,42.9,2.19,0,Emily Stafford,angela73@example.org,503-31-4661,362-723-0826,"6760 Barbara Freeway Apt. 541, West Joseph, KS 33875",1982-01-12,4209428121209
1666,27,Male,7,150.8,115.7,33.6,65.9,38.2,0.96,1,Heidi Mills,martinezmelissa@example.net,690-42-9604,954-973-7382,"190 Serrano Lane Apt. 068, Mooretown, NH 14964",1978-03-02,347276684705294
